agency	month	montly_spend
Department of Corrections	2007-01-01	4252849.5545
Department of Corrections	2007-02-01	2846517.3212
Department of Corrections	2007-03-01	2229534.3280
Department of Corrections	2007-04-01	2415410.6532
Department of Corrections	2007-05-01	2853930.0000
Department of Corrections	2007-06-01	4517550.0121
Department of Corrections	2007-07-01	3195115.2231
Department of Corrections	2007-08-01	5872643.3018
Department of Corrections	2007-09-01	4836281.6395
Department of Corrections	2007-10-01	3512274.8814
Department of Corrections	2007-11-01	5231856.4694
Department of Corrections	2007-12-01	2229253.6880
Department of Corrections	2008-01-01	3124311.8384
Department of Corrections	2008-02-01	2821668.9955
Department of Corrections	2008-03-01	11200917.6974
Department of Corrections	2008-04-01	2575558.6536
Department of Corrections	2008-05-01	3078404.1163
Department of Corrections	2008-06-01	3637109.0348
Department of Corrections	2008-07-01	5873586.9211
Department of Corrections	2008-08-01	3585136.2294
Department of Corrections	2008-09-01	3164499.3021
Department of Corrections	2008-10-01	2310108.1230
Department of Corrections	2008-11-01	2125732.4912
Department of Corrections	2008-12-01	7661773.8926
Department of Corrections	2009-01-01	4302865.5404
Department of Corrections	2009-02-01	2189358.5108
Department of Corrections	2009-03-01	7224423.2176
Department of Corrections	2009-04-01	3348388.0680
Department of Corrections	2009-05-01	3185833.3129
Department of Corrections	2009-06-01	6554302.8832
Department of Corrections	2009-07-01	3455616.1711
Department of Corrections	2009-08-01	4273720.2191
Department of Corrections	2009-09-01	1364303.6168
Department of Corrections	2009-10-01	1886929.7511
Department of Corrections	2009-11-01	2031383.4737
Department of Corrections	2009-12-01	2184680.5469
Department of Corrections	2010-01-01	1815185.0315
Department of Corrections	2010-02-01	3292368.8604
Department of Corrections	2010-03-01	1991803.7375
Department of Corrections	2010-04-01	2617625.3994
Department of Corrections	2010-05-01	2982495.4655
Department of Corrections	2010-06-01	12447696.7458
Department of Corrections	2010-07-01	4083359.8334
Department of Corrections	2010-08-01	1842080.5674
Department of Corrections	2010-09-01	1860230.3123
Department of Corrections	2010-10-01	1670780.8730
Department of Corrections	2010-11-01	23335005.8210
Department of Corrections	2010-12-01	1252798.5134
Department of Corrections	2011-01-01	1946362.2011
Department of Corrections	2011-02-01	4657181.7360
Department of Corrections	2011-03-01	5050338.9540
Department of Corrections	2011-04-01	2915479.2179
Department of Corrections	2011-05-01	3574639.2433
Department of Corrections	2011-06-01	3364461.2669
Department of Corrections	2011-07-01	2560052.5306
Department of Corrections	2011-08-01	6792144.8547
Department of Corrections	2011-09-01	2680396.1989
Department of Corrections	2011-10-01	21959140.0016
Department of Corrections	2011-11-01	3438993.6627
Department of Corrections	2011-12-01	2199570.8243
Department of Corrections	2012-01-01	1919112.4455
Department of Corrections	2012-02-01	7987528.9064
Department of Corrections	2012-03-01	2652537.0706
Department of Corrections	2012-04-01	3909509.1198
Department of Corrections	2012-05-01	2854204.4768
Department of Corrections	2012-06-01	4097126.7366
Department of Corrections	2012-07-01	2696425.5046
Department of Corrections	2012-08-01	3926405.5984
Department of Corrections	2012-09-01	7345637.2037
Department of Corrections	2012-10-01	4940449.1848
Department of Corrections	2012-11-01	28472368.3509
Department of Corrections	2012-12-01	2330776.7752
Department of Corrections	2013-01-01	2969425.2115
Department of Corrections	2013-02-01	5805902.3887
Department of Corrections	2013-03-01	6333140.9528
Department of Corrections	2013-04-01	9566503.0164
Department of Corrections	2013-05-01	41878673.5580
Department of Corrections	2013-06-01	5928623.2512
Department of Corrections	2013-07-01	4109558.1541
Department of Corrections	2013-08-01	4263198.1163
Department of Corrections	2013-09-01	15849177.9900
Department of Corrections	2013-10-01	6208609.5100
Department of Corrections	2013-11-01	4513959.1057
Department of Corrections	2013-12-01	3531143.3962
Department of Corrections	2014-01-01	17750604.5667
Department of Corrections	2014-02-01	10280522.8885
Department of Corrections	2014-03-01	6173787.0190
Department of Corrections	2014-04-01	12301013.9503
Department of Corrections	2014-05-01	6111346.8670
Department of Corrections	2014-06-01	5222937.5450
Department of Corrections	2014-07-01	7964782.5168
Department of Corrections	2014-08-01	6803363.5165
Department of Corrections	2014-09-01	8602218.0170
Department of Corrections	2014-10-01	11783073.5606
Department of Corrections	2014-11-01	6033909.5362
Department of Corrections	2014-12-01	37386273.1230
Department of Corrections	2015-01-01	6931597.0184
Department of Corrections	2015-02-01	3877388.6520
Department of Corrections	2015-03-01	4324103.9223
Department of Corrections	2015-04-01	1283110.6670
Virginia Community College System - System Office	2001-08-01	120.8000
Virginia Community College System - System Office	2002-05-01	1523031.2900
Virginia Community College System - System Office	2002-06-01	1054628.7000
Virginia Community College System - System Office	2002-07-01	96734.9400
Virginia Community College System - System Office	2002-08-01	460335.2200
Virginia Community College System - System Office	2002-09-01	120566.0000
Virginia Community College System - System Office	2002-10-01	957858.6120
Virginia Community College System - System Office	2002-11-01	6325.0000
Virginia Community College System - System Office	2005-07-01	208502.3000
Virginia Community College System - System Office	2005-08-01	4788152.7490
Virginia Community College System - System Office	2005-09-01	545121.6900
Virginia Community College System - System Office	2005-10-01	1184595.0200
Virginia Community College System - System Office	2005-11-01	786355.9500
Virginia Community College System - System Office	2005-12-01	11575775.7300
Virginia Community College System - System Office	2006-01-01	1393729.6000
Virginia Community College System - System Office	2006-02-01	2172501.4800
Virginia Community College System - System Office	2006-03-01	1381879.1300
Virginia Community College System - System Office	2006-04-01	1038032.4800
Virginia Community College System - System Office	2006-05-01	458100.5160
Virginia Community College System - System Office	2006-06-01	5983123.9000
Virginia Community College System - System Office	2006-07-01	3014155.3200
Virginia Community College System - System Office	2006-08-01	1673379.7880
Virginia Community College System - System Office	2006-09-01	2544693.3100
Virginia Community College System - System Office	2006-10-01	4753552.5710
Virginia Community College System - System Office	2006-11-01	828709.1600
Virginia Community College System - System Office	2006-12-01	476548.3200
Virginia Community College System - System Office	2007-01-01	22343707.6500
Virginia Community College System - System Office	2007-02-01	820420.8400
Virginia Community College System - System Office	2007-03-01	3429058.7000
Virginia Community College System - System Office	2007-04-01	11381409.1300
Virginia Community College System - System Office	2007-05-01	4988739.3300
Virginia Community College System - System Office	2007-06-01	4043293.5300
Virginia Community College System - System Office	2007-07-01	2833529.5820
Virginia Community College System - System Office	2007-08-01	15921762.5600
Virginia Community College System - System Office	2007-09-01	6889183.7290
Virginia Community College System - System Office	2007-10-01	7578175.4440
Virginia Community College System - System Office	2007-11-01	1910958.2340
Virginia Community College System - System Office	2007-12-01	410656.3200
Virginia Community College System - System Office	2008-01-01	5287729.4770
Virginia Community College System - System Office	2008-02-01	18236860.4100
Virginia Community College System - System Office	2008-03-01	497798.8400
Virginia Community College System - System Office	2008-04-01	3726654.6680
Virginia Community College System - System Office	2008-05-01	90273275.1400
Virginia Community College System - System Office	2008-06-01	3901989.6900
Virginia Community College System - System Office	2008-07-01	6945689.0800
Virginia Community College System - System Office	2008-08-01	1207159.1100
Virginia Community College System - System Office	2008-09-01	2817850.6600
Virginia Community College System - System Office	2008-10-01	2288608.7900
Virginia Community College System - System Office	2008-11-01	20946001.6400
Virginia Community College System - System Office	2008-12-01	842981.1300
Virginia Community College System - System Office	2009-01-01	3500495.5300
Virginia Community College System - System Office	2009-02-01	1785119.2100
Virginia Community College System - System Office	2009-03-01	5829889.4900
Virginia Community College System - System Office	2009-04-01	2693678.8300
Virginia Community College System - System Office	2009-05-01	9260647.8720
Virginia Community College System - System Office	2009-06-01	12894499.1400
Virginia Community College System - System Office	2009-07-01	1958211.9500
Virginia Community College System - System Office	2009-08-01	2840133.3400
Virginia Community College System - System Office	2009-09-01	11012204.0400
Virginia Community College System - System Office	2009-10-01	9722315.1500
Virginia Community College System - System Office	2009-11-01	732522.3300
Virginia Community College System - System Office	2009-12-01	1797219.3300
Virginia Community College System - System Office	2010-01-01	1782733.3700
Virginia Community College System - System Office	2010-02-01	807782.6200
Virginia Community College System - System Office	2010-03-01	968832.5500
Virginia Community College System - System Office	2010-04-01	705154.5390
Virginia Community College System - System Office	2010-05-01	3964247.6478
Virginia Community College System - System Office	2010-06-01	57951669.4900
Virginia Community College System - System Office	2010-07-01	1437837.6000
Virginia Community College System - System Office	2010-08-01	2089357.4000
Virginia Community College System - System Office	2010-09-01	599157.6600
Virginia Community College System - System Office	2010-10-01	21132947.3067
Virginia Community College System - System Office	2010-11-01	2620531.3650
Virginia Community College System - System Office	2010-12-01	255949.4800
Virginia Community College System - System Office	2011-01-01	283218.7300
Virginia Community College System - System Office	2011-02-01	451767.8300
Virginia Community College System - System Office	2011-03-01	21175088.9400
Virginia Community College System - System Office	2011-04-01	12701765.1200
Virginia Community College System - System Office	2011-05-01	15444005.8400
Virginia Community College System - System Office	2011-06-01	31050206.3738
Virginia Community College System - System Office	2011-07-01	481311.5300
Virginia Community College System - System Office	2011-08-01	5901875.5500
Virginia Community College System - System Office	2011-09-01	8237675.1300
Virginia Community College System - System Office	2011-10-01	21214423.0500
Virginia Community College System - System Office	2011-11-01	7545507.5700
Virginia Community College System - System Office	2011-12-01	639079.8200
Virginia Community College System - System Office	2012-01-01	608180.7100
Virginia Community College System - System Office	2012-02-01	2725701.4400
Virginia Community College System - System Office	2012-03-01	30597699.4132
Virginia Community College System - System Office	2012-04-01	2543086.2300
Virginia Community College System - System Office	2012-05-01	21468585.7360
Virginia Community College System - System Office	2012-06-01	1414672.2100
Virginia Community College System - System Office	2012-07-01	3898978.5600
Virginia Community College System - System Office	2012-08-01	2311824.8000
Virginia Community College System - System Office	2012-09-01	1953050.2000
Virginia Community College System - System Office	2012-10-01	1426501.7700
Virginia Community College System - System Office	2012-11-01	612720.7000
Virginia Community College System - System Office	2012-12-01	1070709.9800
Virginia Community College System - System Office	2013-01-01	7956321.9054
Virginia Community College System - System Office	2013-02-01	858845.1000
Virginia Community College System - System Office	2013-03-01	874453.2100
Virginia Community College System - System Office	2013-04-01	3661786.9600
Virginia Community College System - System Office	2013-05-01	7450145.9100
Virginia Community College System - System Office	2013-06-01	1668333.3600
Virginia Community College System - System Office	2013-07-01	2836711.0302
Virginia Community College System - System Office	2013-08-01	2214489.5300
Virginia Community College System - System Office	2013-09-01	23258264.7200
Virginia Community College System - System Office	2013-10-01	1055453.9400
Virginia Community College System - System Office	2013-11-01	2969755.7400
Virginia Community College System - System Office	2013-12-01	757794.1400
Virginia Community College System - System Office	2014-01-01	250049.1000
Virginia Community College System - System Office	2014-02-01	4693707.5100
Virginia Community College System - System Office	2014-03-01	697470.9100
Virginia Community College System - System Office	2014-04-01	3837633.2000
Virginia Community College System - System Office	2014-05-01	4225065.1300
Virginia Community College System - System Office	2014-06-01	7243517.2200
Virginia Community College System - System Office	2014-07-01	4032198.2800
Virginia Community College System - System Office	2014-08-01	1493272.5100
Virginia Community College System - System Office	2014-09-01	2335829.5600
Virginia Community College System - System Office	2014-10-01	3878782.9700
Virginia Community College System - System Office	2014-11-01	1312433.7900
Virginia Community College System - System Office	2014-12-01	660336.2300
Virginia Community College System - System Office	2015-01-01	2360716.3000
Virginia Community College System - System Office	2015-02-01	2247763.9000
Virginia Community College System - System Office	2015-03-01	842499.5400
Virginia Community College System - System Office	2015-04-01	259068.1600
College of William and Mary	2001-11-01	2345.1800
College of William and Mary	2001-12-01	4168.3700
College of William and Mary	2002-01-01	10269.8200
College of William and Mary	2002-02-01	61289.0710
College of William and Mary	2002-03-01	292018.9100
College of William and Mary	2002-04-01	178657.3200
College of William and Mary	2002-05-01	30421.7450
College of William and Mary	2002-06-01	103681.5800
College of William and Mary	2002-07-01	52939.3100
College of William and Mary	2002-08-01	281934.9700
College of William and Mary	2002-09-01	375093.0553
College of William and Mary	2002-10-01	97075.6885
College of William and Mary	2002-11-01	3438.0240
College of William and Mary	2004-08-01	351.9100
College of William and Mary	2004-09-01	14.1000
College of William and Mary	2004-11-01	135.3000
College of William and Mary	2005-07-01	15869765.2952
College of William and Mary	2005-08-01	6577300.6452
College of William and Mary	2005-09-01	4136842.0232
College of William and Mary	2005-10-01	2644253.7212
College of William and Mary	2005-11-01	2022210.1859
College of William and Mary	2005-12-01	4951700.3848
College of William and Mary	2006-01-01	2203790.9466
College of William and Mary	2006-02-01	11632423.6889
College of William and Mary	2006-03-01	4258166.9289
College of William and Mary	2006-04-01	2319011.5811
College of William and Mary	2006-05-01	10250628.9258
College of William and Mary	2006-06-01	5817832.0582
College of William and Mary	2006-07-01	3047208.1166
College of William and Mary	2006-08-01	17372522.4204
College of William and Mary	2006-09-01	1629970.4917
College of William and Mary	2006-10-01	3571224.1794
College of William and Mary	2006-11-01	2135047.5628
College of William and Mary	2006-12-01	11095541.2873
College of William and Mary	2007-01-01	4100449.1554
College of William and Mary	2007-02-01	43802895.2088
College of William and Mary	2007-03-01	6645303.9555
College of William and Mary	2007-04-01	4943114.2876
College of William and Mary	2007-05-01	3381475.3179
College of William and Mary	2007-06-01	5181581.7916
College of William and Mary	2007-07-01	8929386.2698
College of William and Mary	2007-08-01	3472692.5542
College of William and Mary	2007-09-01	3836121.6790
College of William and Mary	2007-10-01	11849231.5985
College of William and Mary	2007-11-01	2628799.6838
College of William and Mary	2007-12-01	2415089.3138
College of William and Mary	2008-01-01	2550739.4446
College of William and Mary	2008-02-01	1797450.8900
College of William and Mary	2008-03-01	4135983.8732
College of William and Mary	2008-04-01	3646200.1092
College of William and Mary	2008-05-01	28141293.9430
College of William and Mary	2008-06-01	4201230.5840
College of William and Mary	2008-07-01	4111304.2432
College of William and Mary	2008-08-01	4437243.9503
College of William and Mary	2008-09-01	2565162.1643
College of William and Mary	2008-10-01	2911658.7400
College of William and Mary	2008-11-01	35289387.7968
College of William and Mary	2008-12-01	1967921.7122
College of William and Mary	2009-01-01	5383616.3930
College of William and Mary	2009-02-01	3941728.9342
College of William and Mary	2009-03-01	8061877.7882
College of William and Mary	2009-04-01	3144291.7274
College of William and Mary	2009-05-01	4124115.1982
College of William and Mary	2009-06-01	6535555.1142
College of William and Mary	2009-07-01	5293641.3229
College of William and Mary	2009-08-01	4119868.3294
College of William and Mary	2009-09-01	3531156.8328
College of William and Mary	2009-10-01	6836396.7370
College of William and Mary	2009-11-01	3353703.9560
College of William and Mary	2009-12-01	1554366.0798
College of William and Mary	2010-01-01	3096322.5834
College of William and Mary	2010-02-01	7556509.9741
College of William and Mary	2010-03-01	3171926.0212
College of William and Mary	2010-04-01	3545542.0283
College of William and Mary	2010-05-01	5212306.2058
College of William and Mary	2010-06-01	16074104.9202
College of William and Mary	2010-07-01	5923775.1215
College of William and Mary	2010-08-01	6379819.2613
College of William and Mary	2010-09-01	5351209.8512
College of William and Mary	2010-10-01	2968180.6944
College of William and Mary	2010-11-01	3351575.5031
College of William and Mary	2010-12-01	3143281.4312
College of William and Mary	2011-01-01	2815151.1034
College of William and Mary	2011-02-01	2189896.9940
College of William and Mary	2011-03-01	12265443.2753
College of William and Mary	2011-04-01	5023016.4728
College of William and Mary	2011-05-01	4312668.0280
College of William and Mary	2011-06-01	6011110.6905
College of William and Mary	2011-07-01	6710881.5240
College of William and Mary	2011-08-01	3702340.3771
College of William and Mary	2011-09-01	3917142.2671
College of William and Mary	2011-10-01	4396969.4614
College of William and Mary	2011-11-01	3220373.3280
College of William and Mary	2011-12-01	1572257.7414
College of William and Mary	2012-01-01	4208415.6658
College of William and Mary	2012-02-01	5398548.7562
College of William and Mary	2012-03-01	3955498.3043
College of William and Mary	2012-04-01	3513602.4286
College of William and Mary	2012-05-01	11222659.9644
College of William and Mary	2012-06-01	9911667.9259
College of William and Mary	2012-07-01	5168684.0277
College of William and Mary	2012-08-01	3733375.7148
College of William and Mary	2012-09-01	20073234.7522
College of William and Mary	2012-10-01	12638008.1408
College of William and Mary	2012-11-01	6179174.5842
College of William and Mary	2012-12-01	3185652.5119
College of William and Mary	2013-01-01	5131328.8609
College of William and Mary	2013-02-01	2139670.1778
College of William and Mary	2013-03-01	4121469.2005
College of William and Mary	2013-04-01	5232188.0177
College of William and Mary	2013-05-01	12026281.4140
College of William and Mary	2013-06-01	4772110.8556
College of William and Mary	2013-07-01	8624500.3408
College of William and Mary	2013-08-01	11775066.4766
College of William and Mary	2013-09-01	4310736.0172
College of William and Mary	2013-10-01	7713461.5600
College of William and Mary	2013-11-01	3624025.8612
College of William and Mary	2013-12-01	2413745.9983
College of William and Mary	2014-01-01	4705559.1369
College of William and Mary	2014-02-01	5954376.4800
College of William and Mary	2014-03-01	4940964.9580
College of William and Mary	2014-04-01	3292185.6164
College of William and Mary	2014-05-01	4597809.0887
College of William and Mary	2014-06-01	17820638.9430
College of William and Mary	2014-07-01	13408565.2212
College of William and Mary	2014-08-01	4486949.2031
College of William and Mary	2014-09-01	3391174.5798
College of William and Mary	2014-10-01	4616892.6802
College of William and Mary	2014-11-01	2531562.5097
College of William and Mary	2014-12-01	5235859.6560
College of William and Mary	2015-01-01	8063978.0632
College of William and Mary	2015-02-01	2070684.4880
College of William and Mary	2015-03-01	38026053.7745
College of William and Mary	2015-04-01	708025.5287
Department of General Services	2001-03-01	28.7800
Department of General Services	2001-06-01	5843.0000
Department of General Services	2001-07-01	3186.1600
Department of General Services	2001-08-01	327951.2260
Department of General Services	2001-09-01	72285.6100
Department of General Services	2001-10-01	826499.5000
Department of General Services	2001-11-01	3077907.2180
Department of General Services	2001-12-01	2956078.8100
Department of General Services	2002-01-01	3808333.7360
Department of General Services	2002-02-01	1752608.6750
Department of General Services	2002-03-01	1560782.1400
Department of General Services	2002-04-01	4068306.3000
Department of General Services	2002-05-01	2676733.2500
Department of General Services	2002-06-01	1419674.6370
Department of General Services	2002-07-01	1605480.0860
Department of General Services	2002-08-01	1907949.1230
Department of General Services	2002-09-01	350846.0248
Department of General Services	2002-10-01	1292341.8360
Department of General Services	2002-11-01	32578.5000
Department of General Services	2003-08-01	6492.0000
Department of General Services	2004-09-01	695.0000
Department of General Services	2004-11-01	412.0000
Department of General Services	2004-12-01	605.0000
Department of General Services	2005-07-01	2673882.1656
Department of General Services	2005-08-01	7403724.5866
Department of General Services	2005-09-01	29293837.3736
Department of General Services	2005-10-01	2618388.4560
Department of General Services	2005-11-01	3420308.0756
Department of General Services	2005-12-01	4537875.2024
Department of General Services	2006-01-01	73122751.6064
Department of General Services	2006-02-01	4402385.5046
Department of General Services	2006-03-01	6415470.5344
Department of General Services	2006-04-01	3622001.4938
Department of General Services	2006-05-01	3352176.1052
Department of General Services	2006-06-01	4576282.0300
Department of General Services	2006-07-01	5610679.9580
Department of General Services	2006-08-01	6113984.5756
Department of General Services	2006-09-01	3264933.5251
Department of General Services	2006-10-01	3465760.0900
Department of General Services	2006-11-01	6083827.8052
Department of General Services	2006-12-01	5337137.7471
Department of General Services	2007-01-01	4037497.6900
Department of General Services	2007-02-01	6766492.7758
Department of General Services	2007-03-01	6674846.3436
Department of General Services	2007-04-01	3012764.0342
Department of General Services	2007-05-01	4153675.6200
Department of General Services	2007-06-01	3727963.9524
Department of General Services	2007-07-01	3901946.0146
Department of General Services	2007-08-01	4627677.4292
Department of General Services	2007-09-01	5239469.6361
Department of General Services	2007-10-01	3141623.4936
Department of General Services	2007-11-01	3197113.4636
Department of General Services	2007-12-01	5266449.2032
Department of General Services	2008-01-01	4027290.1106
Department of General Services	2008-02-01	6045602.0864
Department of General Services	2008-03-01	4958381.8488
Department of General Services	2008-04-01	9664414.9155
Department of General Services	2008-05-01	5862455.1197
Department of General Services	2008-06-01	6024754.0862
Department of General Services	2008-07-01	6108267.4022
Department of General Services	2008-08-01	7156362.2178
Department of General Services	2008-09-01	5634742.1940
Department of General Services	2008-10-01	3847212.8882
Department of General Services	2008-11-01	4826066.9406
Department of General Services	2008-12-01	4395804.6078
Department of General Services	2009-01-01	3701617.4527
Department of General Services	2009-02-01	4472328.2194
Department of General Services	2009-03-01	6138325.4758
Department of General Services	2009-04-01	5014141.0652
Department of General Services	2009-05-01	4534809.6714
Department of General Services	2009-06-01	6082051.5850
Department of General Services	2009-07-01	3733663.6406
Department of General Services	2009-08-01	7321149.7680
Department of General Services	2009-09-01	4481299.5918
Department of General Services	2009-10-01	4324771.5030
Department of General Services	2009-11-01	3350161.5826
Department of General Services	2009-12-01	4692776.0352
Department of General Services	2010-01-01	4024453.1702
Department of General Services	2010-02-01	4628451.1390
Department of General Services	2010-03-01	5665577.4414
Department of General Services	2010-04-01	3108541.5276
Department of General Services	2010-05-01	3965317.8240
Department of General Services	2010-06-01	3933073.2620
Department of General Services	2010-07-01	4167719.9424
Department of General Services	2010-08-01	5754600.2384
Department of General Services	2010-09-01	8575481.5976
Department of General Services	2010-10-01	6741320.3770
Department of General Services	2010-11-01	7068557.9452
Department of General Services	2010-12-01	5128125.6400
Department of General Services	2011-01-01	4052401.7134
Department of General Services	2011-02-01	6686009.7148
Department of General Services	2011-03-01	3648334.2580
Department of General Services	2011-04-01	5090547.4777
Department of General Services	2011-05-01	3817954.6812
Department of General Services	2011-06-01	17207586.9618
Department of General Services	2011-07-01	5691376.1150
Department of General Services	2011-08-01	6646784.3396
Department of General Services	2011-09-01	4173491.3046
Department of General Services	2011-10-01	7916182.5232
Department of General Services	2011-11-01	7059754.3750
Department of General Services	2011-12-01	9447871.6362
Department of General Services	2012-01-01	7929125.9660
Department of General Services	2012-02-01	6136233.7044
Department of General Services	2012-03-01	5637051.1628
Department of General Services	2012-04-01	5812768.6672
Department of General Services	2012-05-01	4000443.9680
Department of General Services	2012-06-01	9729896.8306
Department of General Services	2012-07-01	7424940.9320
Department of General Services	2012-08-01	4513731.9306
Department of General Services	2012-09-01	4570188.2096
Department of General Services	2012-10-01	5149665.5730
Department of General Services	2012-11-01	5041369.4524
Department of General Services	2012-12-01	5612065.3604
Department of General Services	2013-01-01	8185592.6818
Department of General Services	2013-02-01	7420332.3614
Department of General Services	2013-03-01	3431974.4502
Department of General Services	2013-04-01	11747538.2384
Department of General Services	2013-05-01	5045193.4290
Department of General Services	2013-06-01	8480788.8858
Department of General Services	2013-07-01	8035475.6502
Department of General Services	2013-08-01	4702977.4486
Department of General Services	2013-09-01	6064707.1870
Department of General Services	2013-10-01	5281314.9260
Department of General Services	2013-11-01	10948489.0868
Department of General Services	2013-12-01	5213475.9916
Department of General Services	2014-01-01	18468093.6040
Department of General Services	2014-02-01	3674961.4134
Department of General Services	2014-03-01	7993904.3876
Department of General Services	2014-04-01	7951384.0580
Department of General Services	2014-05-01	8265764.3372
Department of General Services	2014-06-01	10273355.5532
Department of General Services	2014-07-01	7306290.1420
Department of General Services	2014-08-01	4426834.9952
Department of General Services	2014-09-01	42029777.7688
Department of General Services	2014-10-01	9682431.2482
Department of General Services	2014-11-01	5793192.8305
Department of General Services	2014-12-01	8675056.8348
Department of General Services	2015-01-01	6625867.9446
Department of General Services	2015-02-01	7012143.3418
Department of General Services	2015-03-01	15728740.5346
Department of General Services	2015-04-01	1758584.7514
Department of Medical Assistance Services	2001-08-01	189.7000
Department of Medical Assistance Services	2001-09-01	28.8200
Department of Medical Assistance Services	2001-12-01	17.0800
Department of Medical Assistance Services	2002-02-01	1996.6200
Department of Medical Assistance Services	2002-03-01	2242.8900
Department of Medical Assistance Services	2002-04-01	2687.1500
Department of Medical Assistance Services	2002-05-01	901358.3200
Department of Medical Assistance Services	2002-06-01	275777.2700
Department of Medical Assistance Services	2002-07-01	1721.6800
Department of Medical Assistance Services	2002-08-01	301470.7800
Department of Medical Assistance Services	2002-09-01	805033.1700
Department of Medical Assistance Services	2002-10-01	6268.4300
Department of Medical Assistance Services	2002-11-01	7411.0000
Department of Medical Assistance Services	2005-07-01	1219110.2310
Department of Medical Assistance Services	2005-08-01	95493.0220
Department of Medical Assistance Services	2005-09-01	89098.9580
Department of Medical Assistance Services	2005-10-01	80402.6160
Department of Medical Assistance Services	2005-11-01	419573.5120
Department of Medical Assistance Services	2005-12-01	693440.1240
Department of Medical Assistance Services	2006-01-01	177461.8060
Department of Medical Assistance Services	2006-02-01	29034.5780
Department of Medical Assistance Services	2006-03-01	104539256.2590
Department of Medical Assistance Services	2006-04-01	755590.8990
Department of Medical Assistance Services	2006-05-01	2082856.6830
Department of Medical Assistance Services	2006-06-01	8512975.4130
Department of Medical Assistance Services	2006-07-01	173305.1840
Department of Medical Assistance Services	2006-08-01	85280.3660
Department of Medical Assistance Services	2006-09-01	50621881.4290
Department of Medical Assistance Services	2006-10-01	58121.1580
Department of Medical Assistance Services	2006-11-01	870056.3030
Department of Medical Assistance Services	2006-12-01	2342558.2870
Department of Medical Assistance Services	2007-01-01	3713039.9710
Department of Medical Assistance Services	2007-02-01	136473.3090
Department of Medical Assistance Services	2007-03-01	110264.9450
Department of Medical Assistance Services	2007-04-01	168237.9050
Department of Medical Assistance Services	2007-05-01	194714.3910
Department of Medical Assistance Services	2007-06-01	13567731.5810
Department of Medical Assistance Services	2007-07-01	19624.3920
Department of Medical Assistance Services	2007-08-01	8924985.1670
Department of Medical Assistance Services	2007-09-01	50882387.8620
Department of Medical Assistance Services	2007-10-01	51742.6000
Department of Medical Assistance Services	2007-11-01	1076862.2220
Department of Medical Assistance Services	2007-12-01	65016.8700
Department of Medical Assistance Services	2008-01-01	167899.2900
Department of Medical Assistance Services	2008-02-01	362664.8730
Department of Medical Assistance Services	2008-03-01	30142.3200
Department of Medical Assistance Services	2008-04-01	3519525.8180
Department of Medical Assistance Services	2008-05-01	224694.7200
Department of Medical Assistance Services	2008-06-01	57739.3080
Department of Medical Assistance Services	2008-07-01	2712676.1630
Department of Medical Assistance Services	2008-08-01	67267.8200
Department of Medical Assistance Services	2008-09-01	50335.4600
Department of Medical Assistance Services	2008-10-01	19419.0380
Department of Medical Assistance Services	2008-11-01	416395.6290
Department of Medical Assistance Services	2008-12-01	51475.4900
Department of Medical Assistance Services	2009-01-01	1342452.2600
Department of Medical Assistance Services	2009-02-01	26162.4890
Department of Medical Assistance Services	2009-03-01	80184.6800
Department of Medical Assistance Services	2009-04-01	165244.1660
Department of Medical Assistance Services	2009-05-01	89067366.3600
Department of Medical Assistance Services	2009-06-01	4898367.7500
Department of Medical Assistance Services	2009-07-01	44328.9100
Department of Medical Assistance Services	2009-08-01	14509.1900
Department of Medical Assistance Services	2009-09-01	24250.5100
Department of Medical Assistance Services	2009-10-01	598759.5800
Department of Medical Assistance Services	2009-11-01	17547.6300
Department of Medical Assistance Services	2009-12-01	48962.7500
Department of Medical Assistance Services	2010-01-01	79444.5700
Department of Medical Assistance Services	2010-02-01	85698.4500
Department of Medical Assistance Services	2010-03-01	64068.1400
Department of Medical Assistance Services	2010-04-01	5258648.7300
Department of Medical Assistance Services	2010-05-01	32436.7500
Department of Medical Assistance Services	2010-06-01	645587.6300
Department of Medical Assistance Services	2010-07-01	5019744.6400
Department of Medical Assistance Services	2010-08-01	16109732.8000
Department of Medical Assistance Services	2010-09-01	41425.6100
Department of Medical Assistance Services	2010-10-01	96969511.9400
Department of Medical Assistance Services	2010-11-01	96500.5200
Department of Medical Assistance Services	2010-12-01	50108.5700
Department of Medical Assistance Services	2011-01-01	9340482.1050
Department of Medical Assistance Services	2011-02-01	1409944.7000
Department of Medical Assistance Services	2011-03-01	9482310.2800
Department of Medical Assistance Services	2011-04-01	144076.8900
Department of Medical Assistance Services	2011-05-01	39536.9500
Department of Medical Assistance Services	2011-06-01	717039.2600
Department of Medical Assistance Services	2011-07-01	18396163.8400
Department of Medical Assistance Services	2011-08-01	231174.9300
Department of Medical Assistance Services	2011-09-01	6217836.8000
Department of Medical Assistance Services	2011-10-01	364370.1300
Department of Medical Assistance Services	2011-11-01	928387.9600
Department of Medical Assistance Services	2011-12-01	70869.6700
Department of Medical Assistance Services	2012-01-01	7519827.9500
Department of Medical Assistance Services	2012-02-01	2770484.5900
Department of Medical Assistance Services	2012-03-01	3900529.2740
Department of Medical Assistance Services	2012-04-01	52914.6850
Department of Medical Assistance Services	2012-05-01	2952765.3750
Department of Medical Assistance Services	2012-06-01	4767364.5850
