agency	date	cost
Virginia Commonwealth University	2013-06-11	1545849.641
Virginia Commonwealth University	2005-07-22	491602.24
Virginia Commonwealth University	2006-02-16	462508.44
Virginia Commonwealth University	2005-03-08	230
Virginia Commonwealth University	2013-05-30	348496.32
Virginia Commonwealth University	2006-10-16	75200.761
Virginia Commonwealth University	2008-09-29	192126.104
Virginia Commonwealth University	2011-11-29	479787.938
Virginia Commonwealth University	2006-06-05	11482.97
Virginia Commonwealth University	2007-09-08	2967.32
Virginia Commonwealth University	2015-03-19	1126298.3475
Virginia Commonwealth University	2007-04-08	2220
Virginia Commonwealth University	2012-02-17	184788.23
Virginia Commonwealth University	2012-06-29	722652.91
Virginia Commonwealth University	2010-12-14	319429.265
Virginia Commonwealth University	2007-02-22	539586.673
Virginia Commonwealth University	2010-03-07	606.86
Virginia Commonwealth University	2005-08-01	290
Virginia Commonwealth University	2011-08-07	12605.992
Virginia Commonwealth University	2008-10-13	297196.1726
Virginia Commonwealth University	2013-10-12	5635.86
Virginia Commonwealth University	2010-04-08	681675.9586
Virginia Commonwealth University	2011-01-29	5814.13
Virginia Commonwealth University	2013-05-17	355261.48
Virginia Commonwealth University	2009-02-21	247.46
Virginia Commonwealth University	2007-07-03	185365.02
Virginia Commonwealth University	2006-12-21	1256574.32
Virginia Commonwealth University	2009-09-21	1127962.169
Virginia Commonwealth University	2013-02-20	1476108.32
Virginia Commonwealth University	2009-01-20	581301.443
Virginia Commonwealth University	2007-03-28	557031.0256
Virginia Commonwealth University	2012-03-21	571656.2081
Virginia Commonwealth University	2011-08-23	2949626.98
Virginia Commonwealth University	2012-12-18	277734.26
Virginia Commonwealth University	2012-12-25	3514.47
Virginia Commonwealth University	2011-08-10	219340.879
Virginia Commonwealth University	2014-03-07	545391.65
Virginia Commonwealth University	2008-12-05	392851.955
Virginia Commonwealth University	2013-03-20	857359.88
Virginia Commonwealth University	2011-02-10	494143.414
Virginia Commonwealth University	2014-07-17	383187.7
Virginia Commonwealth University	2014-01-01	125.29
Virginia Commonwealth University	2007-08-29	644475.58
Virginia Commonwealth University	2006-03-06	320
Virginia Commonwealth University	2009-02-17	705920.278
Virginia Commonwealth University	2007-12-11	297600.305
Virginia Commonwealth University	2007-08-23	191717.7296
Virginia Commonwealth University	2011-12-11	12271.4793
Virginia Commonwealth University	2011-08-09	277003.4554
Virginia Commonwealth University	2008-03-01	1372.8
Virginia Commonwealth University	2012-04-17	343937.9
Virginia Commonwealth University	2012-08-02	442171.17
Virginia Commonwealth University	2012-12-20	913023.174
Virginia Commonwealth University	2010-10-07	226220.449
Virginia Commonwealth University	2010-11-09	262935.05
Virginia Commonwealth University	2014-07-03	1670479.052
Virginia Commonwealth University	2005-09-08	442662.172
Virginia Commonwealth University	2012-04-12	1060594.2978
Virginia Commonwealth University	2015-02-18	359907.4
Virginia Commonwealth University	2004-12-04	1009.89
Virginia Commonwealth University	2007-02-10	5734.41
Virginia Commonwealth University	2013-01-18	239729.43
Virginia Commonwealth University	2012-02-28	877331.215
Virginia Commonwealth University	2013-06-26	443333.57
Virginia Commonwealth University	2006-11-08	347205.51
Virginia Commonwealth University	2006-05-05	286018.31
Virginia Commonwealth University	2010-11-28	8112.0571
Virginia Commonwealth University	2012-11-25	6964.29
Virginia Commonwealth University	2012-10-08	371760.0601
Virginia Commonwealth University	2008-09-10	476312.55
Virginia Commonwealth University	2007-07-09	251669.919
Virginia Commonwealth University	2010-10-04	335223.264
Virginia Commonwealth University	2007-10-30	991463.9868
Virginia Commonwealth University	2014-07-23	673562.14
Virginia Commonwealth University	2012-10-21	485718.3106
Virginia Commonwealth University	2006-09-09	11129.9
Virginia Commonwealth University	2009-01-16	898071.122
Virginia Commonwealth University	2011-11-22	454848.901
Virginia Commonwealth University	2006-05-20	238278.495
Virginia Commonwealth University	2005-11-22	1813262.456
Virginia Commonwealth University	2008-06-20	319502.688
Virginia Commonwealth University	2005-09-24	355580.086
Virginia Commonwealth University	2011-02-19	128.58
Virginia Commonwealth University	2011-10-07	155323.15
Virginia Commonwealth University	2012-03-20	476022.224
Virginia Commonwealth University	2012-08-10	397545.71
Virginia Commonwealth University	2013-01-11	1005710.428
Virginia Commonwealth University	2005-09-02	282692.334
Virginia Commonwealth University	2009-07-14	232647.541
Virginia Commonwealth University	2014-11-01	7.98
Virginia Commonwealth University	2007-08-28	725390.9002
Virginia Commonwealth University	2010-01-25	319322.5688
Virginia Commonwealth University	2006-08-23	220815.32
Virginia Commonwealth University	2007-06-19	296705.2978
Virginia Commonwealth University	2010-03-11	430530.89
Virginia Commonwealth University	2015-04-05	33612.41
Virginia Commonwealth University	2005-04-27	9.3
Virginia Commonwealth University	2014-04-23	485121.4756
Virginia Commonwealth University	2005-07-06	316911.09
Virginia Commonwealth University	2007-10-25	699653.94
Virginia Commonwealth University	2008-01-14	552247.34
Virginia Commonwealth University	2005-09-22	270297.615
Virginia Commonwealth University	2013-09-11	299278.447
Virginia Commonwealth University	2009-07-15	982636.2023
Virginia Commonwealth University	2010-11-06	1805.52
Virginia Commonwealth University	2008-09-11	8926373.295
Virginia Commonwealth University	2011-06-08	582061.2497
Virginia Commonwealth University	2014-04-15	507650.389
Virginia Commonwealth University	2009-06-08	2803243.165
Virginia Commonwealth University	2004-11-05	873.15
Virginia Commonwealth University	2010-04-02	4439921.12
Virginia Commonwealth University	2013-03-11	677253.1165
Virginia Commonwealth University	2014-04-03	419888.541
Virginia Commonwealth University	2006-06-03	172776.53
Virginia Commonwealth University	2013-03-18	293635.966
Virginia Commonwealth University	2007-04-06	429882.801
Virginia Commonwealth University	2007-09-21	684386.27
Virginia Commonwealth University	2006-01-23	3987
Virginia Commonwealth University	2013-03-25	502903.72
Virginia Commonwealth University	2013-05-20	996305.3034
Virginia Commonwealth University	2014-05-12	2384334.789
Virginia Commonwealth University	2007-03-09	455721.981
Virginia Commonwealth University	2009-10-16	61834.62
Virginia Commonwealth University	2014-05-09	851164.96
Virginia Commonwealth University	2006-09-25	102661.097
Virginia Commonwealth University	2010-08-09	646759.8413
Virginia Commonwealth University	2013-06-22	388.93
Virginia Commonwealth University	2012-07-06	83876.18
Virginia Commonwealth University	2014-03-13	551949.208
Virginia Commonwealth University	2008-08-18	213152.21
Virginia Commonwealth University	2013-10-31	277064.5233
Virginia Commonwealth University	2011-12-10	5927.9
Virginia Commonwealth University	2007-09-28	377555.47
Virginia Commonwealth University	2006-09-05	131863.805
Virginia Commonwealth University	2009-05-19	301187.605
Virginia Commonwealth University	2011-10-01	5971.78
Virginia Commonwealth University	2004-07-15	703.44
Virginia Commonwealth University	2014-05-08	3604050.3141
Virginia Commonwealth University	2006-10-30	633629.13
Virginia Commonwealth University	2013-03-19	1779255.1
Virginia Commonwealth University	2011-06-28	317284.43
Virginia Commonwealth University	2010-10-22	131048.89
Virginia Commonwealth University	2011-10-17	867327.5318
Virginia Commonwealth University	2008-09-25	206996.59
Virginia Commonwealth University	2010-02-27	357.84
Virginia Commonwealth University	2005-03-11	20.5
Virginia Commonwealth University	2006-07-10	216194.03
Virginia Commonwealth University	2012-11-17	90368.31
Virginia Commonwealth University	2008-08-28	204228.69
Virginia Commonwealth University	2010-03-18	421307.2849
Virginia Commonwealth University	2012-08-27	178447.87
Virginia Commonwealth University	2008-10-19	6903.844
Virginia Commonwealth University	2013-05-01	465241.2957
Virginia Commonwealth University	2010-06-26	60.5
Virginia Commonwealth University	2008-04-22	480059.5
Virginia Commonwealth University	2009-10-01	1519230.1385
Virginia Commonwealth University	2009-01-26	871985.8231
Virginia Commonwealth University	2007-06-14	412661.382
Virginia Commonwealth University	2008-05-13	404373.98
Virginia Commonwealth University	2003-07-09	1052.5
Virginia Commonwealth University	2012-12-12	286318.385
Virginia Commonwealth University	2007-07-04	2200.4
Virginia Commonwealth University	2006-08-28	285865.505
Virginia Commonwealth University	2012-05-14	1366507.043
Virginia Commonwealth University	2006-06-26	82600.03
Virginia Commonwealth University	2014-08-06	1253333.082
Virginia Commonwealth University	2007-02-28	1056009.63
Virginia Commonwealth University	2008-10-29	319745.501
Virginia Commonwealth University	2008-05-31	281.53
Virginia Commonwealth University	2009-09-01	271450.1
Virginia Commonwealth University	2007-01-22	360788.233
Virginia Commonwealth University	2010-04-01	304081.16
Virginia Commonwealth University	2008-03-20	469118.01
Virginia Commonwealth University	2007-06-01	539692.11
Virginia Commonwealth University	2006-05-26	294249.343
Virginia Commonwealth University	2014-07-09	699504.0451
Virginia Commonwealth University	2006-05-31	359722.65
Virginia Commonwealth University	2014-03-18	1773515.93
Virginia Commonwealth University	2006-05-13	272504.848
Virginia Commonwealth University	2008-07-03	1462556.52
Virginia Commonwealth University	2008-06-12	827608.19
Virginia Commonwealth University	2006-08-07	238237.482
Virginia Commonwealth University	2013-01-21	856.299
Virginia Commonwealth University	2007-09-26	1104880.8706
Virginia Commonwealth University	2012-01-20	534767.347
Virginia Commonwealth University	2009-06-03	320175.203
Virginia Commonwealth University	2011-08-11	1336945.454
Virginia Commonwealth University	2013-05-15	643480.7936
Virginia Commonwealth University	2015-01-19	7765.0576
Virginia Commonwealth University	2010-12-13	662019.429
Virginia Commonwealth University	2010-10-01	506986.258
Virginia Commonwealth University	2013-04-14	5804.95
Virginia Commonwealth University	2006-10-29	1060.24
Virginia Commonwealth University	2008-07-20	1500
Virginia Commonwealth University	2010-05-20	172584.5
Virginia Commonwealth University	2012-11-26	286074.54
Virginia Commonwealth University	2010-01-02	4483.09
Virginia Commonwealth University	2012-06-03	28061.46
Virginia Commonwealth University	2011-09-07	380543.2446
Virginia Commonwealth University	2011-11-04	939226.78
Virginia Commonwealth University	2014-02-11	2038548.4
Virginia Commonwealth University	2009-12-12	1248.93
Virginia Commonwealth University	2013-11-20	472567.97
Virginia Commonwealth University	2006-05-19	270985.66
Virginia Commonwealth University	2013-12-18	614346.88
Virginia Commonwealth University	2006-02-06	64243.93
Virginia Commonwealth University	2007-10-13	388
Virginia Commonwealth University	2007-09-13	234926.797
Virginia Commonwealth University	2006-06-20	161051.82
Virginia Commonwealth University	2009-02-12	558831.333
Virginia Commonwealth University	2011-11-26	2105
Virginia Commonwealth University	2013-05-08	537407.8071
Virginia Commonwealth University	2010-11-17	746260.75
Virginia Commonwealth University	2005-09-16	408946.117
Virginia Commonwealth University	2013-03-01	1631049.58
Virginia Commonwealth University	2007-01-15	1298.14
Virginia Commonwealth University	2010-02-16	1586168.3
Virginia Commonwealth University	2008-07-07	267371.789
Virginia Commonwealth University	2013-01-01	539.49
Virginia Commonwealth University	2009-12-07	629766.8686
Virginia Commonwealth University	2006-05-22	33
Virginia Commonwealth University	2013-10-02	380079.3935
Virginia Commonwealth University	2015-03-05	547469.5652
Virginia Commonwealth University	2009-09-18	195815.86
Virginia Commonwealth University	2013-12-21	1386.63
Virginia Commonwealth University	2011-07-15	1283537.96
Virginia Commonwealth University	2007-08-01	2802149.6
Virginia Commonwealth University	2014-09-06	495.46
Virginia Commonwealth University	2012-10-11	569825.1701
Virginia Commonwealth University	2007-05-05	939.85
Virginia Commonwealth University	2008-05-04	14270.49
Virginia Commonwealth University	2010-09-05	1112.6379
Virginia Commonwealth University	2014-06-09	1492291.181
Virginia Commonwealth University	2013-02-10	71526.21
Virginia Commonwealth University	2014-05-18	115860.13
Virginia Commonwealth University	2006-06-28	101755.673
Virginia Commonwealth University	2005-10-28	145666.704
Virginia Commonwealth University	2009-05-07	2878598.7678
Virginia Commonwealth University	2009-07-29	455021.782
Virginia Commonwealth University	2007-04-18	190950.725
Virginia Commonwealth University	2014-01-19	5505.494
Virginia Commonwealth University	2013-08-27	392899.769
Virginia Commonwealth University	2005-11-04	758974.47
Virginia Commonwealth University	2007-07-08	1739.8
Virginia Commonwealth University	2013-04-19	309739.15
City of Richmond Schools	2014-01-08	56076.2
Virginia Commonwealth University	2006-03-11	337165.725
Virginia Commonwealth University	2014-09-04	1097872.211
Virginia Commonwealth University	2012-07-18	641710.072
Virginia Commonwealth University	2008-01-27	1156.19
Virginia Commonwealth University	2011-11-27	13076.93
Virginia Commonwealth University	2011-03-08	91444.88
Virginia Commonwealth University	2008-02-01	150472.45
Virginia Commonwealth University	2007-02-24	978.63
Virginia Commonwealth University	2007-07-26	610940.99
Virginia Commonwealth University	2007-03-25	31.84
Virginia Commonwealth University	2010-01-14	258499.2
Virginia Commonwealth University	2014-04-30	391301.03
Virginia Commonwealth University	2006-01-27	314750.43
Virginia Commonwealth University	2013-01-24	1255348.1112
Virginia Commonwealth University	2010-04-17	3921.65
Virginia Commonwealth University	2012-02-29	1582186.8032
City of Richmond Schools	2007-10-15	5472
Virginia Commonwealth University	2008-08-29	309072.1
Virginia Commonwealth University	2011-04-01	513093.43
Virginia Commonwealth University	2012-11-12	156215.6316
Virginia Commonwealth University	2008-12-19	3228050.56
Virginia Commonwealth University	2008-01-15	355355.9694
Virginia Commonwealth University	2014-06-06	4560224.245
Virginia Commonwealth University	2008-04-04	742940.9854
Virginia Commonwealth University	2014-01-31	5164596.35
Virginia Commonwealth University	2010-02-11	232569.522
Virginia Commonwealth University	2005-07-30	730563.66
Virginia Commonwealth University	2012-03-19	604413.47
Virginia Commonwealth University	2007-06-12	1480542.82
Virginia Commonwealth University	2009-07-12	14023.903
Virginia Commonwealth University	2006-06-06	802952.025
Virginia Commonwealth University	2013-08-30	253253.47
Virginia Commonwealth University	2004-11-11	128.7
Virginia Commonwealth University	2010-04-10	200.91
Virginia Commonwealth University	2013-03-22	353486.33
Virginia Commonwealth University	2007-02-07	804237.51
Virginia Commonwealth University	2005-08-26	64482003.3485
Virginia Commonwealth University	2011-09-08	114682.29
Virginia Commonwealth University	2012-12-03	803934.456
Virginia Commonwealth University	2006-06-19	26892.7
Virginia Commonwealth University	2013-04-16	363881.6256
Virginia Commonwealth University	2010-09-03	225630.22
Virginia Commonwealth University	2015-03-29	30026.893
Virginia Commonwealth University	2006-06-13	324863.232
Virginia Commonwealth University	2015-02-27	636101.24
Virginia Commonwealth University	2014-03-26	982675.8151
Virginia Commonwealth University	2011-08-06	300
Virginia Commonwealth University	2008-06-26	263180.02
Virginia Commonwealth University	2011-05-29	1536.8817
Virginia Commonwealth University	2009-04-05	34471.152
Virginia Commonwealth University	2006-12-05	384306.259
Virginia Commonwealth University	2012-09-13	418449.4988
Virginia Commonwealth University	2004-12-09	436.4
Virginia Commonwealth University	2010-07-07	198567.65
Virginia Commonwealth University	2014-08-25	277196.228
Virginia Commonwealth University	2011-05-24	446198.258
Virginia Commonwealth University	2006-01-17	8307.679
Virginia Commonwealth University	2009-05-03	90999.2446
Virginia Commonwealth University	2014-05-29	2098692.53
Virginia Commonwealth University	2010-12-10	190779.11
Virginia Commonwealth University	2013-12-02	989899.1
Virginia Commonwealth University	2012-06-02	1689.87
Virginia Commonwealth University	2010-02-28	3100
Virginia Commonwealth University	2010-07-12	577092.3506
Virginia Commonwealth University	2011-04-14	368448.54
Virginia Commonwealth University	2013-08-15	498273.45
Virginia Commonwealth University	2013-01-06	8819.719
Virginia Commonwealth University	2006-05-11	201779.601
Virginia Commonwealth University	2014-10-21	349934.5036
Virginia Commonwealth University	2007-01-31	4055739.08
Virginia Commonwealth University	2010-03-03	997383.026
Virginia Commonwealth University	2005-11-07	3875
Virginia Commonwealth University	2010-12-03	186754.825
Virginia Commonwealth University	2012-05-27	9964.2766
Virginia Commonwealth University	2014-03-23	32139.52
Virginia Commonwealth University	2006-04-04	596269.28
Virginia Commonwealth University	2007-04-04	595040.11
Virginia Commonwealth University	2004-11-17	10.89
Virginia Commonwealth University	2008-03-09	5550
Virginia Commonwealth University	2005-09-14	1120722.4
Virginia Commonwealth University	2005-02-08	239.85
Virginia Commonwealth University	2006-04-01	151781.745
Virginia Commonwealth University	2007-10-31	233784.23
Virginia Commonwealth University	2009-08-17	679385.701
Virginia Commonwealth University	2014-07-10	741943.999
Virginia Commonwealth University	2010-04-22	181759.31
Virginia Commonwealth University	2008-05-26	1211.44
Virginia Commonwealth University	2012-05-28	12872.332
Virginia Commonwealth University	2008-01-21	1885.39
Virginia Commonwealth University	2008-06-08	2261.7
Virginia Commonwealth University	2015-02-17	2116767.938
Virginia Commonwealth University	2006-05-27	116282.354
Virginia Commonwealth University	2013-07-17	1997384.6835
Virginia Commonwealth University	2008-03-24	937725.67
Virginia Commonwealth University	2008-06-21	29750
Virginia Commonwealth University	2014-07-15	489175.53
Virginia Commonwealth University	2007-01-02	195
Virginia Commonwealth University	2011-04-25	342505.62
Virginia Commonwealth University	2006-03-24	162677.06
Virginia Commonwealth University	2007-12-23	2025.02
Virginia Commonwealth University	2010-10-05	692026.961
Virginia Commonwealth University	2007-09-14	344768.92
Virginia Commonwealth University	2008-07-17	2920147.3
Virginia Commonwealth University	2008-11-19	2065251.8419
Virginia Commonwealth University	2012-10-24	870787.64
Virginia Commonwealth University	2008-05-11	9273.46
Virginia Commonwealth University	2009-04-19	6244.512
Virginia Commonwealth University	2010-06-24	210781.05
Virginia Commonwealth University	2012-06-12	489486.126
Virginia Commonwealth University	2009-08-18	227094.308
Virginia Commonwealth University	2010-11-24	89990.2
Virginia Commonwealth University	2007-07-02	132608.88
Virginia Commonwealth University	2009-08-20	535933.92
Virginia Commonwealth University	2014-12-07	190225.74
Virginia Commonwealth University	2004-11-06	89.25
Virginia Commonwealth University	2011-03-24	179317.759
Virginia Commonwealth University	2010-09-25	287.5
Virginia Commonwealth University	2009-03-21	565.5
Virginia Commonwealth University	2014-02-18	432097.81
Virginia Commonwealth University	2012-09-20	455330.153
Virginia Commonwealth University	2007-05-11	380511.1746
Virginia Commonwealth University	2008-11-08	447.67
Virginia Commonwealth University	2008-12-14	3375
Virginia Commonwealth University	2010-10-06	264007.727
Virginia Commonwealth University	2010-11-14	4745.862
Virginia Commonwealth University	2014-08-15	796924.59
Virginia Commonwealth University	2013-11-07	1156445.12
Virginia Commonwealth University	2007-12-09	1419
Virginia Commonwealth University	2013-06-20	466680.629
Virginia Commonwealth University	2008-03-02	2638.25
Virginia Commonwealth University	2009-07-21	629961.78
Virginia Commonwealth University	2015-02-22	17583.8285
Virginia Commonwealth University	2014-10-01	322196.84
Virginia Commonwealth University	2006-08-29	346755.121
Virginia Commonwealth University	2010-09-30	95441.23
Virginia Commonwealth University	2012-12-26	1918.8
City of Richmond Schools	2011-12-01	68797
Virginia Commonwealth University	2009-04-27	694150.904
Virginia Commonwealth University	2009-05-21	501372.74
Virginia Commonwealth University	2013-10-01	864383.427
Virginia Commonwealth University	2010-09-23	217806.5548
Virginia Commonwealth University	2012-07-23	589280.716
Virginia Commonwealth University	2014-06-21	28015.92
Virginia Commonwealth University	2007-09-25	345333.68
Virginia Commonwealth University	2010-09-28	1187410.292
Virginia Commonwealth University	2005-11-14	2224.89
Virginia Commonwealth University	2012-10-23	732297.185
Virginia Commonwealth University	2008-07-11	979651
Virginia Commonwealth University	2005-08-04	486843.55
Virginia Commonwealth University	2009-01-09	8622117.4
Virginia Commonwealth University	2008-10-11	1654.6
Virginia Commonwealth University	2008-12-04	275981.8913
Virginia Commonwealth University	2010-08-15	10989.01
Virginia Commonwealth University	2006-05-25	367388.94
Virginia Commonwealth University	2011-10-25	1122727.661
Virginia Commonwealth University	2013-10-11	167869.23
Virginia Commonwealth University	2011-02-01	668036.959
Virginia Commonwealth University	2012-09-21	197963.12
Virginia Commonwealth University	2010-10-24	17928.3
Virginia Commonwealth University	2012-09-25	311766.327
Virginia Commonwealth University	2006-08-04	454644.21
Virginia Commonwealth University	2013-03-12	593244.47
Virginia Commonwealth University	2005-11-19	198482.99
Virginia Commonwealth University	2009-10-31	780
Virginia Commonwealth University	2012-02-02	245663.448
Virginia Commonwealth University	2013-04-23	614872.47
Virginia Commonwealth University	2012-04-05	1663963.4858
Virginia Commonwealth University	2007-03-23	455909.612
Virginia Commonwealth University	2010-03-16	270278.418
Virginia Commonwealth University	2010-06-02	376772.1181
Virginia Commonwealth University	2012-02-25	4293.75
Virginia Commonwealth University	2012-01-19	1584229.5536
Virginia Commonwealth University	2013-10-22	234764.345
Virginia Commonwealth University	2006-08-14	321873.377
Virginia Commonwealth University	2014-02-03	1573724.546
Virginia Commonwealth University	2008-01-23	279629.325
Virginia Commonwealth University	2012-08-07	2211008.3018
Virginia Commonwealth University	2009-01-14	311081.933
Virginia Commonwealth University	2010-12-21	1061681.67
Virginia Commonwealth University	2012-08-30	1368379.962
Virginia Commonwealth University	2007-03-12	374541.2822
Virginia Commonwealth University	2014-09-23	373513.039
Virginia Commonwealth University	2015-02-25	1115472.9118
Virginia Commonwealth University	2005-11-08	278889.711
Virginia Commonwealth University	2011-01-30	10611.74723
Virginia Commonwealth University	2006-06-21	134426.075
Virginia Commonwealth University	2006-12-06	211232.691
Virginia Commonwealth University	2013-04-13	4957.034
Virginia Commonwealth University	2012-07-24	320097.302
Virginia Commonwealth University	2013-09-06	183697.11
Virginia Commonwealth University	2010-08-05	538617.2581
Virginia Commonwealth University	2010-08-24	409360.323
Virginia Commonwealth University	2007-12-28	1290
Virginia Commonwealth University	2014-08-16	415
Virginia Commonwealth University	2013-11-27	55299.99
Virginia Commonwealth University	2004-11-02	165
Virginia Commonwealth University	2007-05-07	93850.23
Virginia Commonwealth University	2011-12-07	761578.395
Virginia Commonwealth University	2011-01-20	1346116.418
Virginia Commonwealth University	2014-12-11	643362.2323
Virginia Commonwealth University	2011-11-01	13877430.789
Virginia Commonwealth University	2010-05-19	450259.545
Virginia Commonwealth University	2005-09-01	387051.03
Virginia Commonwealth University	2010-02-21	3364.356
Virginia Commonwealth University	2011-05-30	15818.5206
Virginia Commonwealth University	2014-07-18	455085.91
Virginia Commonwealth University	2006-11-04	99.99
Virginia Commonwealth University	2014-02-26	865112.956
Virginia Commonwealth University	2010-09-13	196247.45
Virginia Commonwealth University	2010-01-23	2993.06
Virginia Commonwealth University	2014-08-28	382952.8689
Virginia Commonwealth University	2008-11-16	20320.4
Virginia Commonwealth University	2009-04-01	605443.8802
Virginia Commonwealth University	2008-05-14	20031346.72
Virginia Commonwealth University	2005-10-02	134434.199
Virginia Commonwealth University	2010-03-09	3025444.5719
Virginia Commonwealth University	2011-11-20	1750
Virginia Commonwealth University	2014-09-12	668323.17
Virginia Commonwealth University	2006-03-01	583541.19
Virginia Commonwealth University	2010-03-17	4201311.993
Virginia Commonwealth University	2012-09-17	403595.859
Virginia Commonwealth University	2005-03-31	38.15
Virginia Commonwealth University	2014-08-05	3460074.126
Virginia Commonwealth University	2009-03-18	614530.3912
Virginia Commonwealth University	2015-01-17	5965.96
Virginia Commonwealth University	2013-06-06	383839.8314
Virginia Commonwealth University	2011-04-29	298149.71
Virginia Commonwealth University	2006-03-31	141766.27
Virginia Commonwealth University	2004-07-30	7500
Virginia Commonwealth University	2005-04-01	4
Virginia Commonwealth University	2003-09-25	1224.55
Virginia Commonwealth University	2010-01-21	560036.3732
Virginia Commonwealth University	2009-12-02	289889.7341
Virginia Commonwealth University	2013-07-10	292998.745
Virginia Commonwealth University	2012-09-16	72507.3596
Virginia Commonwealth University	2012-10-31	234847.66
Virginia Commonwealth University	2012-11-14	396561.812
Virginia Commonwealth University	2010-07-29	754088.71
Virginia Commonwealth University	2013-06-10	290097.88
Virginia Commonwealth University	2006-12-03	9633.26
Virginia Commonwealth University	2014-11-21	779374.95
Virginia Commonwealth University	2006-04-11	662514.54
Virginia Commonwealth University	2006-03-28	300929.821
Virginia Commonwealth University	2009-06-20	120624
Virginia Commonwealth University	2013-11-26	249272.9881
Virginia Commonwealth University	2013-04-02	171966.594
Virginia Commonwealth University	2010-10-14	290864.029
Virginia Commonwealth University	2014-08-04	722778.08
Virginia Commonwealth University	2008-12-23	1929.07
Virginia Commonwealth University	2007-04-26	286284.248
Virginia Commonwealth University	2009-05-22	376692.62
Virginia Commonwealth University	2012-03-28	520881.7431
Virginia Commonwealth University	2013-01-30	579658.36
Virginia Commonwealth University	2009-01-28	2453104.6035
Virginia Commonwealth University	2006-05-09	160925.21
Virginia Commonwealth University	2010-06-10	435247.23
Virginia Commonwealth University	2013-03-28	1051900.4585
Virginia Commonwealth University	2010-04-14	645680.5786
Virginia Commonwealth University	2013-01-09	185043.027
Virginia Commonwealth University	2013-02-17	231.88
Virginia Commonwealth University	2012-10-01	1117623.06
Virginia Commonwealth University	2006-12-15	570917.412
Virginia Commonwealth University	2008-12-29	570.53
Virginia Commonwealth University	2010-03-04	588890.9018
Virginia Commonwealth University	2009-06-18	14544748.466
Virginia Commonwealth University	2005-11-28	21000
Virginia Commonwealth University	2010-06-04	188517.77
Virginia Commonwealth University	2013-11-16	1143.28
Virginia Commonwealth University	2012-12-09	336084.623
Virginia Commonwealth University	2005-11-24	57637.31
Virginia Commonwealth University	2005-12-12	2264.36
Virginia Commonwealth University	2004-01-30	4950
Virginia Commonwealth University	2007-09-19	202321.895
Virginia Commonwealth University	2011-04-17	18977.1198
Virginia Commonwealth University	2014-04-27	42488.958
Virginia Commonwealth University	2014-10-05	3075.92
Virginia Commonwealth University	2010-09-27	320316.54
Virginia Commonwealth University	2010-05-31	8397.282
Virginia Commonwealth University	2014-04-07	1658522.613
Virginia Commonwealth University	2014-12-01	1672405.659
Virginia Commonwealth University	2008-04-18	266537.532
Virginia Commonwealth University	2010-07-04	2747.25
Virginia Commonwealth University	2011-08-22	519214.3927
Virginia Commonwealth University	2007-01-13	3890.31
Virginia Commonwealth University	2012-01-25	414285.493
Virginia Commonwealth University	2009-04-12	3461.541
Virginia Commonwealth University	2012-11-20	322874.9
Virginia Commonwealth University	2009-10-21	476366.676
Virginia Commonwealth University	2014-03-05	3074735.088
Virginia Commonwealth University	2013-02-18	440330.441
Virginia Commonwealth University	2010-01-06	1001274.76
Virginia Commonwealth University	2015-03-11	37388785.348
Virginia Commonwealth University	2012-08-23	214300.71
Virginia Commonwealth University	2013-06-03	262662.9948
Virginia Commonwealth University	2009-08-25	240070.245
Virginia Commonwealth University	2011-01-05	183810.537
Virginia Commonwealth University	2012-12-19	384795.462
Virginia Commonwealth University	2011-01-11	389743.866
Virginia Commonwealth University	2009-06-24	1194489.78
Virginia Commonwealth University	2011-11-10	449765.97
Virginia Commonwealth University	2008-01-28	222763.39
Virginia Commonwealth University	2007-08-30	593906.17
Virginia Commonwealth University	2009-03-04	187270.012
Virginia Commonwealth University	2011-06-30	83501.18
Virginia Commonwealth University	2005-07-01	219014.51
Virginia Commonwealth University	2015-02-10	2894901.25
Virginia Commonwealth University	2009-08-13	335280.205
Virginia Commonwealth University	2008-10-22	192115.95
Virginia Commonwealth University	2011-10-15	6595.52
Virginia Commonwealth University	2010-10-02	1909.02
Virginia Commonwealth University	2014-01-02	205383.47
Virginia Commonwealth University	2007-11-26	133903.48
Virginia Commonwealth University	2011-07-12	2484546.92
Virginia Commonwealth University	2008-02-25	3829227.86
Virginia Commonwealth University	2004-11-20	471.11
Virginia Commonwealth University	2007-05-31	250546.21
Virginia Commonwealth University	2009-01-23	765063.8036
Virginia Commonwealth University	2006-03-14	206609.84
Virginia Commonwealth University	2013-02-07	498023.3498
Virginia Commonwealth University	2007-08-17	1075789.125
Virginia Commonwealth University	2007-11-13	907273.57
Virginia Commonwealth University	2013-02-28	995972.9734
Virginia Commonwealth University	2010-03-06	2676.99
Virginia Commonwealth University	2009-12-09	468209.2711
Virginia Commonwealth University	2008-12-18	7211455.36
Virginia Commonwealth University	2008-03-29	554.25
Virginia Commonwealth University	2008-07-02	274951.27
Virginia Commonwealth University	2015-01-29	1033194.612
Virginia Commonwealth University	2013-08-14	369603.62
Virginia Commonwealth University	2010-02-23	716615.444
Virginia Commonwealth University	2010-04-07	213413.8695
Virginia Commonwealth University	2011-02-08	1018141.103
Virginia Commonwealth University	2014-05-07	709898.76
Virginia Commonwealth University	2008-06-02	207449.58
