agency	date	cost
Virginia Commonwealth University	2012-06-13	3019732.922
Virginia Commonwealth University	2015-03-13	1586919.5
Virginia Commonwealth University	2012-08-15	679615.4553
Virginia Commonwealth University	2006-08-24	445175.28
Virginia Commonwealth University	2014-05-21	1853707.465
Virginia Commonwealth University	2007-10-18	144530.56
Virginia Commonwealth University	2014-06-24	1040470.395
Virginia Commonwealth University	2005-12-13	1079368.079
Virginia Commonwealth University	2013-05-10	686038.71
Virginia Commonwealth University	2009-12-22	1579.6507
Virginia Commonwealth University	2006-02-23	257684.305
Virginia Commonwealth University	2012-01-08	6497.7265
Virginia Commonwealth University	2005-10-17	135191.358
Virginia Commonwealth University	2011-06-10	954349.43
Virginia Commonwealth University	2013-11-18	202591.4825
Virginia Commonwealth University	2014-12-03	551985.337
Virginia Commonwealth University	2008-07-01	212098.25
Virginia Commonwealth University	2007-02-08	256706.729
Virginia Commonwealth University	2012-05-04	452865.263
Virginia Commonwealth University	2010-05-24	355952.074
Virginia Commonwealth University	2008-02-09	140
Virginia Commonwealth University	2012-05-15	2497381.074
Virginia Commonwealth University	2013-04-29	477286.036
Virginia Commonwealth University	2010-06-09	604016.1988
Virginia Commonwealth University	2011-08-01	5966763.974
Virginia Commonwealth University	2010-07-11	633.6
Virginia Commonwealth University	2011-08-18	1072212.951
Virginia Commonwealth University	2007-05-24	275223.191
Virginia Commonwealth University	2004-10-26	391.95
Virginia Commonwealth University	2008-02-14	986975.2
Virginia Commonwealth University	2013-06-28	750932.82
Virginia Commonwealth University	2010-09-07	2350019.505
Virginia Commonwealth University	2006-02-09	113019.8706
Virginia Commonwealth University	2012-11-04	10347.653
Virginia Commonwealth University	2007-02-06	712444.09
Virginia Commonwealth University	2012-12-02	16722.497
Virginia Commonwealth University	2005-04-19	40
Virginia Commonwealth University	2008-11-10	248071.743
Virginia Commonwealth University	2012-03-29	956312.491
Virginia Commonwealth University	2007-06-11	401392.1056
Virginia Commonwealth University	2007-11-06	287068.12
Virginia Commonwealth University	2006-09-18	315654.46
Virginia Commonwealth University	2006-06-01	222155.3
Virginia Commonwealth University	2011-03-22	411568.045
Virginia Commonwealth University	2011-02-02	263968.44
Virginia Commonwealth University	2009-01-21	236685.334
Virginia Commonwealth University	2005-07-23	55
Virginia Commonwealth University	2005-11-05	295440.695
Virginia Commonwealth University	2009-12-13	1775
Virginia Commonwealth University	2006-04-05	420301.592
Virginia Commonwealth University	2013-04-26	595780.65
Virginia Commonwealth University	2005-08-18	457941.01
Virginia Commonwealth University	2012-02-21	619729.0052
Virginia Commonwealth University	2008-05-24	420
Virginia Commonwealth University	2005-11-21	5600.24
Virginia Commonwealth University	2013-11-10	22218.96
Virginia Commonwealth University	2014-06-23	8275824.027
Virginia Commonwealth University	2013-10-26	18610.87
Virginia Commonwealth University	2015-02-01	15804.585
Virginia Commonwealth University	2007-11-30	391329.34
Virginia Commonwealth University	2014-11-20	507942.614
Virginia Commonwealth University	2011-08-26	96687.85
Virginia Commonwealth University	2010-03-08	835308.9763
Virginia Commonwealth University	2014-01-23	1847851.21
Virginia Commonwealth University	2015-03-17	4971132.976
Virginia Commonwealth University	2007-06-18	219819.22
Virginia Commonwealth University	2011-06-25	4049.32
Virginia Commonwealth University	2008-11-24	428380.3666
Virginia Commonwealth University	2012-11-03	1529.88
Virginia Commonwealth University	2010-06-14	539986.99
Virginia Commonwealth University	2013-08-18	375.66
Virginia Commonwealth University	2014-04-19	2197.39
Virginia Commonwealth University	2006-06-15	168063.1906
Virginia Commonwealth University	2012-05-02	417450.314
Virginia Commonwealth University	2013-09-23	1932548.96
Virginia Commonwealth University	2015-03-14	26.17
Virginia Commonwealth University	2007-07-05	227346.781
Virginia Commonwealth University	2011-09-20	633892.96
Virginia Commonwealth University	2013-01-22	938677.6486
Virginia Commonwealth University	2011-09-11	123392.27
Virginia Commonwealth University	2014-10-28	1088576.06
Virginia Commonwealth University	2014-02-13	5660798.3688
Virginia Commonwealth University	2005-10-22	85474.345
Virginia Commonwealth University	2006-09-30	156.67
Virginia Commonwealth University	2006-12-27	1923.25
Virginia Commonwealth University	2010-04-29	1245458.209
Virginia Commonwealth University	2006-10-13	243796.481
Virginia Commonwealth University	2014-09-10	484160.342
Virginia Commonwealth University	2011-10-09	12717.0394
Virginia Commonwealth University	2012-08-11	4920.6
Virginia Commonwealth University	2004-10-22	500.16
Virginia Commonwealth University	2004-10-15	503
Virginia Commonwealth University	2009-05-05	210213.52
Virginia Commonwealth University	2006-03-03	101952.91
Virginia Commonwealth University	2006-10-22	4290.96
Virginia Commonwealth University	2008-12-11	469591.1208
Virginia Commonwealth University	2010-01-08	246579.9291
Virginia Commonwealth University	2008-03-06	593085.08
Virginia Commonwealth University	2011-09-06	151016.2061
Virginia Commonwealth University	2005-08-13	113725.305
Virginia Commonwealth University	2009-06-02	606737.076
Virginia Commonwealth University	2012-05-22	1741387.002
Virginia Commonwealth University	2009-12-24	1071.43
Virginia Commonwealth University	2010-04-03	3895.604
Virginia Commonwealth University	2012-02-07	662995.157
Virginia Commonwealth University	2010-12-26	32.2
Virginia Commonwealth University	2006-12-29	4854.14
Virginia Commonwealth University	2010-01-26	913185.586
Virginia Commonwealth University	2013-06-19	434111.65
Virginia Commonwealth University	2008-10-20	149126.3692
Virginia Commonwealth University	2014-08-11	247751.04
Virginia Commonwealth University	2005-12-06	207638.79
Virginia Commonwealth University	2008-06-04	539366.48
Virginia Commonwealth University	2011-05-17	2091296.69
Virginia Commonwealth University	2014-09-29	407775.097
Virginia Commonwealth University	2005-08-12	133144.934
Virginia Commonwealth University	2005-11-03	147453.028
Virginia Commonwealth University	2006-11-14	224066.1452
Virginia Commonwealth University	2013-11-05	656003.233
Virginia Commonwealth University	2014-12-16	437685.78
Virginia Commonwealth University	2007-10-19	131403.25
Virginia Commonwealth University	2007-10-22	881184.165
Virginia Commonwealth University	2009-11-11	318139.8782
Virginia Commonwealth University	2007-02-19	550307.982
Virginia Commonwealth University	2015-02-13	448665.63
Virginia Commonwealth University	2006-12-04	188193.99
Virginia Commonwealth University	2012-10-14	41155.27
Virginia Commonwealth University	2014-01-14	941766.438
Virginia Commonwealth University	2007-08-20	274041.68
Virginia Commonwealth University	2005-07-26	1325969.412
Virginia Commonwealth University	2008-12-21	130310.46
Virginia Commonwealth University	2004-10-07	61.55
Virginia Commonwealth University	2005-09-12	29425.21
Virginia Commonwealth University	2007-05-12	1177
Virginia Commonwealth University	2013-01-16	589191.227
Virginia Commonwealth University	2008-09-04	325492.88
Virginia Commonwealth University	2008-11-15	5866.66
Virginia Commonwealth University	2009-07-13	237173.1547
Virginia Commonwealth University	2013-11-11	361507.03
Virginia Commonwealth University	2012-10-05	719834.09
Virginia Commonwealth University	2015-01-23	988145.772
Virginia Commonwealth University	2014-08-27	912293.412
Virginia Commonwealth University	2012-08-16	216362.425
Virginia Commonwealth University	2005-07-19	164087.26
Virginia Commonwealth University	2015-01-06	722638.54
Virginia Commonwealth University	2009-02-28	2049.39
Virginia Commonwealth University	2009-11-06	242690.1298
Virginia Commonwealth University	2014-07-24	237559.683
Virginia Commonwealth University	2014-12-15	304067.89
Virginia Commonwealth University	2008-07-26	54.28
Virginia Commonwealth University	2010-12-08	819276.719
Virginia Commonwealth University	2014-03-17	641296.2
Virginia Commonwealth University	2014-09-26	158745.6
Virginia Commonwealth University	2014-12-30	1650.5
Virginia Commonwealth University	2008-02-15	206853.77
Virginia Commonwealth University	2011-08-28	3302.373
Virginia Commonwealth University	2009-09-29	476942.431
Virginia Commonwealth University	2014-11-06	387443.529
Virginia Commonwealth University	2008-09-12	252832.43
Virginia Commonwealth University	2013-02-26	568592.8172
Virginia Commonwealth University	2011-08-13	36564.44
Virginia Commonwealth University	2010-07-02	869560.89
Virginia Commonwealth University	2010-04-30	446712.16
Virginia Commonwealth University	2011-05-09	595192.7672
Virginia Commonwealth University	2004-12-03	94.92
Virginia Commonwealth University	2013-07-12	1445110.67
Virginia Commonwealth University	2014-10-02	545277.166
Virginia Commonwealth University	2008-03-26	1841612.54
Virginia Commonwealth University	2013-10-03	273229.433
Virginia Commonwealth University	2007-05-23	194186.8463
Virginia Commonwealth University	2009-04-28	3661601.76
Virginia Commonwealth University	2007-01-08	427076.76
Virginia Commonwealth University	2005-11-01	104105.32
Virginia Commonwealth University	2009-09-22	229243.37
Virginia Commonwealth University	2009-10-18	17475.5525
Virginia Commonwealth University	2008-03-13	174581.065
Virginia Commonwealth University	2012-12-23	9999
Virginia Commonwealth University	2011-09-24	89.48
Virginia Commonwealth University	2007-07-25	232334.602
Virginia Commonwealth University	2008-04-14	290320.94
Virginia Commonwealth University	2010-10-13	653397.1422
Virginia Commonwealth University	2011-06-16	618962.3021
Virginia Commonwealth University	2005-10-05	1061421.03
Virginia Commonwealth University	2012-10-09	705755.3476
Virginia Commonwealth University	2007-06-08	271289.9175
Virginia Commonwealth University	2005-03-25	20.72
Virginia Commonwealth University	2012-09-10	617748.31
Virginia Commonwealth University	2006-07-25	361613.13
Virginia Commonwealth University	2007-06-03	11551.98
Virginia Commonwealth University	2010-12-20	321582.649
Virginia Commonwealth University	2010-04-19	391028.516
Virginia Commonwealth University	2013-09-19	379617.88
Virginia Commonwealth University	2011-06-11	6600.07
Virginia Commonwealth University	2006-03-27	1561
Virginia Commonwealth University	2014-10-24	164727.98
Virginia Commonwealth University	2006-02-22	255143.225
Virginia Commonwealth University	2014-10-10	33427149.18
Virginia Commonwealth University	2012-06-21	505821.7324
Virginia Commonwealth University	2009-03-24	1189358.59
Virginia Commonwealth University	2007-10-02	507172.28
Virginia Commonwealth University	2012-08-17	638673.04
Virginia Commonwealth University	2010-03-30	369367.817
Virginia Commonwealth University	2011-09-21	479167.978
Virginia Commonwealth University	2011-06-03	725688.62
Virginia Commonwealth University	2005-07-14	303904.028
Virginia Commonwealth University	2011-12-20	1211938.02
Virginia Commonwealth University	2007-12-03	141300.232
Virginia Commonwealth University	2014-02-27	516656.9894
Virginia Commonwealth University	2014-09-19	761636.67
Virginia Commonwealth University	2006-09-16	4885.2
Virginia Commonwealth University	2013-02-01	901983.12
Virginia Commonwealth University	2011-07-05	354160.89
Virginia Commonwealth University	2011-05-16	442838.95
Virginia Commonwealth University	2009-10-13	253933.994
Virginia Commonwealth University	2005-08-02	425372.9594
Virginia Commonwealth University	2009-11-25	86197.79
Virginia Commonwealth University	2006-08-22	382785.886
Virginia Commonwealth University	2011-02-06	41522.9536
Virginia Commonwealth University	2008-06-05	1709231.9
Virginia Commonwealth University	2010-11-01	321234.07
Virginia Commonwealth University	2008-07-08	2572534.913
Virginia Commonwealth University	2006-12-14	670724.645
Virginia Commonwealth University	2008-06-01	136.08
Virginia Commonwealth University	2005-08-16	207862.792
Virginia Commonwealth University	2006-03-02	781069.87
Virginia Commonwealth University	2009-01-06	276258.36
Virginia Commonwealth University	2013-12-03	310542.66
Virginia Commonwealth University	2012-01-04	369559.976
Virginia Commonwealth University	2013-07-13	335.47
Virginia Commonwealth University	2010-12-01	534538.61
Virginia Commonwealth University	2008-08-21	1012932.16
Virginia Commonwealth University	2011-04-10	125454.708
Virginia Commonwealth University	2014-12-05	328987.41
Virginia Commonwealth University	2005-11-23	1368286.042
Virginia Commonwealth University	2006-01-18	45364690.83
Virginia Commonwealth University	2011-11-05	3010.97
Virginia Commonwealth University	2014-08-17	9367.19
Virginia Commonwealth University	2008-03-08	1227.87
Virginia Commonwealth University	2012-04-13	267149.64
Virginia Commonwealth University	2010-06-01	317791.4978
Virginia Commonwealth University	2009-02-11	665751.177
Virginia Commonwealth University	2009-09-08	582545.134
Virginia Commonwealth University	2009-09-13	6453.297
Virginia Commonwealth University	2012-05-17	378846.3834
Virginia Commonwealth University	2009-12-31	609.05
Virginia Commonwealth University	2009-09-04	196782.71
Virginia Commonwealth University	2014-12-19	843237.63
Virginia Commonwealth University	2008-04-20	4350
Virginia Commonwealth University	2012-09-05	1561735.0016
Virginia Commonwealth University	2013-03-24	9669.62
Virginia Commonwealth University	2015-04-04	3970.19
Virginia Commonwealth University	2010-06-08	833898.28
Virginia Commonwealth University	2012-01-30	716737.8436
Virginia Commonwealth University	2012-07-10	100108.96
Virginia Commonwealth University	2011-03-12	1669.48
Virginia Commonwealth University	2012-04-27	209992.83
Virginia Commonwealth University	2013-05-02	510846.02
Virginia Commonwealth University	2014-07-28	509697.65
Virginia Commonwealth University	2012-01-31	391464.5019
Virginia Commonwealth University	2012-08-03	157176.12
Virginia Commonwealth University	2013-11-15	230574.13
Virginia Commonwealth University	2010-08-02	221450.308
Virginia Commonwealth University	2008-06-17	510101.06
Virginia Commonwealth University	2004-10-12	1159.06
Virginia Commonwealth University	2007-06-09	618.09
Virginia Commonwealth University	2014-09-15	855667.84
Virginia Commonwealth University	2014-01-09	1051836.0951
Virginia Commonwealth University	2007-04-20	270570.077
Virginia Commonwealth University	2007-12-02	6791.6406
Virginia Commonwealth University	2007-06-27	166639.83
Virginia Commonwealth University	2009-06-13	509.89
Virginia Commonwealth University	2013-02-09	231.27
Virginia Commonwealth University	2008-02-27	1159165.8
Virginia Commonwealth University	2012-12-11	224771.24
Virginia Commonwealth University	2007-01-03	2112260.352
Virginia Commonwealth University	2007-11-16	154448.036
Virginia Commonwealth University	2006-05-01	2079
Virginia Commonwealth University	2014-01-20	1926.78
Virginia Commonwealth University	2008-05-30	284036.29
Virginia Commonwealth University	2009-04-22	441272.5795
Virginia Commonwealth University	2009-07-20	5197670.511
Virginia Commonwealth University	2008-08-31	3957.01
Virginia Commonwealth University	2006-11-27	122715.6436
Virginia Commonwealth University	2011-04-27	465230.634
Virginia Commonwealth University	2008-01-18	403484.09
Virginia Commonwealth University	2012-07-11	81396.9
Virginia Commonwealth University	2004-10-11	183.1
Virginia Commonwealth University	2014-02-17	177003.45
Virginia Commonwealth University	2011-12-21	336706.155
Virginia Commonwealth University	2012-04-24	863730.6649
Virginia Commonwealth University	2009-01-02	15326.58
Virginia Commonwealth University	2012-03-08	371095.476
Virginia Commonwealth University	2008-11-03	654057.89837
Virginia Commonwealth University	2014-06-26	1204698.511
Virginia Commonwealth University	2010-07-14	334634.5467
Virginia Commonwealth University	2014-09-03	314877.2
Virginia Commonwealth University	2006-01-15	136277.992
Virginia Commonwealth University	2009-06-06	2447
Virginia Commonwealth University	2007-07-24	381772
Virginia Commonwealth University	2011-09-29	261106.355
Virginia Commonwealth University	2007-11-12	300771.7936
Virginia Commonwealth University	2008-12-15	830374.551
Virginia Commonwealth University	2012-07-04	1046.88
Virginia Commonwealth University	2014-06-15	3865.923
Virginia Commonwealth University	2006-08-15	895005.33
Virginia Commonwealth University	2010-09-10	546273.4946
Virginia Commonwealth University	2015-02-20	823866.01
Virginia Commonwealth University	2007-08-06	212729.503
Virginia Commonwealth University	2009-05-14	1572538.731
Virginia Commonwealth University	2013-10-23	374155.042
Virginia Commonwealth University	2013-01-14	394860.711
Virginia Commonwealth University	2006-08-12	13269.4
Virginia Commonwealth University	2012-04-28	7763.83
Virginia Commonwealth University	2013-02-06	369556.8718
Virginia Commonwealth University	2007-08-24	386117.61
Virginia Commonwealth University	2011-07-29	209885.07
Virginia Commonwealth University	2012-06-14	1251384.6448
Virginia Commonwealth University	2007-07-07	1850
Virginia Commonwealth University	2012-10-02	576855.201
Virginia Commonwealth University	2009-10-29	234616.451
Virginia Commonwealth University	2005-11-29	2425509.37
Virginia Commonwealth University	2007-04-02	388430.315
Virginia Commonwealth University	2012-01-10	958293.996
Virginia Commonwealth University	2006-11-02	52171.321
Virginia Commonwealth University	2004-12-02	533.03
Virginia Commonwealth University	2005-07-29	672451.01
Virginia Commonwealth University	2007-12-24	362.52
Virginia Commonwealth University	2007-10-10	263854.566
Virginia Commonwealth University	2013-11-25	333374.445
Virginia Commonwealth University	2008-02-07	448093.479
Virginia Commonwealth University	2007-07-22	428.21
Virginia Commonwealth University	2013-03-21	923432.1348
Virginia Commonwealth University	2009-12-03	359992.6888
Virginia Commonwealth University	2010-06-20	219.78
Virginia Commonwealth University	2012-04-15	198605.1276
Virginia Commonwealth University	2011-02-22	312088.4154
Virginia Commonwealth University	2014-08-13	436085.979
Virginia Commonwealth University	2012-09-11	610588.231
Virginia Commonwealth University	2011-09-22	1134970.074
Virginia Commonwealth University	2007-11-01	179095.795
Virginia Commonwealth University	2011-10-13	1311877.225
Virginia Commonwealth University	2014-10-08	663611.695
Virginia Commonwealth University	2008-01-24	390530.5767
Virginia Commonwealth University	2009-08-07	269213.423
Virginia Commonwealth University	2014-07-11	2346253.14
Virginia Commonwealth University	2008-07-04	1383.66
Virginia Commonwealth University	2008-10-17	422574.92
Virginia Commonwealth University	2007-03-27	270821.71
Virginia Commonwealth University	2013-03-26	538356.58
Virginia Commonwealth University	2006-11-28	459223.498
Virginia Commonwealth University	2012-06-04	368316.307
Virginia Commonwealth University	2009-08-04	295395.31
Virginia Commonwealth University	2011-06-26	6399.2866
